类型,名称,路径,大小,完整路径,类数量
property,mySelectedBackgroundView,Classes/Businesses/UserCenter/Settings/UI/JXFollowJooxCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Settings/UI/JXFollowJooxCell.m,
property,jooxARTool,Classes/Businesses/JXCameraScan/UI/JXCameraScanViewController.mm,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/JXCameraScan/UI/JXCameraScanViewController.mm,
property,fileUrl,Classes/CommonBusinesses/QQMuisc/Audio/Quality/JXQualityModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/QQMuisc/Audio/Quality/JXQualityModel.h,
property,templateId,Classes/CommonBusinesses/Ad/TIAAd/Manager/Reporter/JXAdReportContext.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Ad/TIAAd/Manager/Reporter/JXAdReportContext.h,
property,shortVideoUGCMsgInfo,Classes/Models/UGC/UGCMsgInfo.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Models/UGC/UGCMsgInfo.h,
property,bundleid,Classes/Businesses/UserCenter/JOOXConnectSDK/UI/JXSDKAuthViewController.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/JOOXConnectSDK/UI/JXSDKAuthViewController.h,
property,cacheEnable,Classes/UIKit/UIComponents/JXWebView/TMEJSBridge/JXJooxFetchImpl.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/UIKit/UIComponents/JXWebView/TMEJSBridge/JXJooxFetchImpl.m,
property,useUserTheme,Classes/Businesses/Music/ArtistProfile/UI/LivePageVideoCollectionCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/ArtistProfile/UI/LivePageVideoCollectionCell.h,
property,serverArray,Classes/Businesses/UserCenter/Settings/UI/QMPingVC.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Settings/UI/QMPingVC.h,
property,isRequestingT3Ad,Classes/Businesses/Discover/MusicHallUI/JXMusicHallViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Discover/MusicHallUI/JXMusicHallViewController.m,
property,firstLoadModel,Classes/CommonBusinesses/QQMuisc/Audio/Manager/AudioPlayManager.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/QQMuisc/Audio/Manager/AudioPlayManager.m,
property,totalBadgeNum,Classes/CommonBusinesses/Message/MessageHelper.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Message/MessageHelper.h,
property,jooxerName,Classes/CommonBusinesses/QQMuisc/Channel/ChannelDataManager.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/QQMuisc/Channel/ChannelDataManager.h,
property,searchType,Classes/Businesses/UserCenter/Settings/UI/DebugPanel/DebugTools/MusicQuery/JXDebugToolMusicQueryUIConfig.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Settings/UI/DebugPanel/DebugTools/MusicQuery/JXDebugToolMusicQueryUIConfig.h,
property,startReqDate,Classes/Services/Request/Base/JXRequest.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/Request/Base/JXRequest.h,
property,hasCreateTs,Library/PB_OC/JXPBCode/Classes/JXPB/joox_live/AccessMcliveMusic.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/joox_live/AccessMcliveMusic.pbobjc.h,
property,scheme,Widget/Model/ChannelModel.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Model/ChannelModel.swift,
property,selectedItems,Classes/Services/MediaPicker/Source/WEMediaPicker.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Source/WEMediaPicker.swift,
property,hasSType,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Ugc.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Ugc.pbobjc.h,
property,isPlayingVoice,Classes/Businesses/Music/Player/UI/Comments/playerComment/JXVoiceInputViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/UI/Comments/playerComment/JXVoiceInputViewController.m,
property,specialBackCoverImageView,Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/JXMyMusicScrollCollectionViewCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/JXMyMusicScrollCollectionViewCell.m,
property,nicknameView,Classes/Businesses/UserCenter/UserProfile/UI/ProfilePage/Detail/View/JXUserProfileInfoDetailCollectionViewCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/UserProfile/UI/ProfilePage/Detail/View/JXUserProfileInfoDetailCollectionViewCell.m,
property,networkStatus,Classes/CommonBusinesses/Report/DataReporter/TCReporterV3/TCReporterV3.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Report/DataReporter/TCReporterV3/TCReporterV3.m,
property,cycledScroll,Classes/UIKit/UIComponents/WMView/WMFocusScrollView.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/UIKit/UIComponents/WMView/WMFocusScrollView.h,
property,devType,Classes/CommonBusinesses/LMFoundation/Channel/PB/Qtxproxy.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/LMFoundation/Channel/PB/Qtxproxy.pbobjc.h,
property,infosArray_Count,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/ComConfigcenterClientUpdateDownload.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/ComConfigcenterClientUpdateDownload.pbobjc.h,
property,isClose,Classes/CommonBusinesses/Ad/AdModel/AdvertisingBanner.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Ad/AdModel/AdvertisingBanner.h,
property,curSong,Classes/CommonBusinesses/PremiumUserPopup/Request/PayAlert/JXPayAlertManager.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/PremiumUserPopup/Request/PayAlert/JXPayAlertManager.m,
property,sortedType,Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/Playlists/ViewModel/JXMyPlaylistsTableVModel.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/Playlists/ViewModel/JXMyPlaylistsTableVModel.m,
property,topRewardListArray,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/UserKwork.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/UserKwork.pbobjc.h,
property,shortVideoTagTitle,Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,
property,imageModel,Classes/Services/MediaPicker/Source/Controller/Preview/JXMediaPreviewBaseVC.swift,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/MediaPicker/Source/Controller/Preview/JXMediaPreviewBaseVC.swift,
property,hideBackgroundTextWhenAnimating,Classes/Businesses/Music/Player/UI/JXLyricConfig.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/UI/JXLyricConfig.h,
property,firstTimestamp,Classes/Businesses/KSong/KSong/UI/JXMenuView/Common/JXCategoryViewAnimator.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/UI/JXMenuView/Common/JXCategoryViewAnimator.m,
property,ProductPrice,Classes/CommonBusinesses/Premium/IAP/Reporter/StatBuyPremiumBuilder.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Premium/IAP/Reporter/StatBuyPremiumBuilder.h,
property,errInfo,Classes/Businesses/LiveVideo/JXLive/Protocol/PB/VideoRecordList.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/LiveVideo/JXLive/Protocol/PB/VideoRecordList.pbobjc.h,
property,pitch,Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,
property,closeBtn,Classes/Businesses/Music/LyricsMusicPostCard/JXLyricsSelectionView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/LyricsMusicPostCard/JXLyricsSelectionView.m,
property,hasReport,Classes/Businesses/ThirdPartySDK/Appsflyer/WSAFReport.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/ThirdPartySDK/Appsflyer/WSAFReport.m,
property,freeUserNeedAddExtraSongsArtistPlaylist,Classes/CommonBusinesses/ConfigCenter/Modules/JXPlaySongConfigCenterManager.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/ConfigCenter/Modules/JXPlaySongConfigCenterManager.h,
property,allFolders,Classes/CommonBusinesses/QQMuisc/Favor/AnimateDiff.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/QQMuisc/Favor/AnimateDiff.h,
property,hasPayment,Library/PB_OC/JXPBCode/Classes/JXPB/common/TaskCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/TaskCommon.pbobjc.h,
property,horizonScrollWidth,Classes/UIKit/UIComponents/YSquareImageButton/YSquareImageButton.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/UIKit/UIComponents/YSquareImageButton/YSquareImageButton.h,
property,aiIconUrl,Classes/Businesses/UserCenter/Me/ViewModel/JXMeTableVModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Me/ViewModel/JXMeTableVModel.h,
property,needType,Library/PB_OC/JXPBCode/Classes/JXPB/joox_live/AccessMcliveMusic.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/joox_live/AccessMcliveMusic.pbobjc.h,
property,orderShakeBingoValue,LocalPods/PADShakeCard/PADShakeCard/Classes/PADShakeCard/PADShakeViewProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/LocalPods/PADShakeCard/PADShakeCard/Classes/PADShakeCard/PADShakeViewProtocol.h,
property,bottomPadding,LocalPods/PADShakeCard/PADShakeCard/Classes/Twist/PADTwistView.h,0,/Users/wuzhaogang/JOOX_iOS/LocalPods/PADShakeCard/PADShakeCard/Classes/Twist/PADTwistView.h,
property,ksongUrl,Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongTrackInfo.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongTrackInfo.h,
property,hasReviewStatus,Classes/Businesses/LiveVideo/ShortVideoKit/Publish/PB/VoovAppShortVideoNewShortVideoElement.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/LiveVideo/ShortVideoKit/Publish/PB/VoovAppShortVideoNewShortVideoElement.pbobjc.h,
property,giftMonthAmountLabel,Classes/Businesses/UserCenter/CoinPage/SubVC/GiftIncome/Cell/JXGiftIncomeMainInfoCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/CoinPage/SubVC/GiftIncome/Cell/JXGiftIncomeMainInfoCell.m,
property,hasMlReport,Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,
property,imageURLRegular,Classes/Businesses/Music/LyricsCard/UI/FontSelectCellCollectionViewCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/LyricsCard/UI/FontSelectCellCollectionViewCell.h,
property,hasIUnit,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/TaskCenterNode.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/TaskCenterNode.pbobjc.h,
property,songName,Widget/Manager/Data.swift,0,/Users/wuzhaogang/JOOX_iOS/Widget/Manager/Data.swift,
property,videoNormalTotalNum,Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Request/JXGetMixedVideoTotalProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Request/JXGetMixedVideoTotalProtocol.h,
property,testMP4FilePath,Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongProductionInfo.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongProductionInfo.h,
property,importTime,Classes/Businesses/UserCenter/ImportingAssets/Model/JXImportingAssetsTask.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/ImportingAssets/Model/JXImportingAssetsTask.h,
property,coinImageView,Classes/Businesses/TaskCenter/UI/Entrance/TaskCenterFloatingView/JXTaskCenterMinFloatingView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/TaskCenter/UI/Entrance/TaskCenterFloatingView/JXTaskCenterMinFloatingView.m,
property,isUpdate,Classes/CommonBusinesses/PlayReport/JXPlayerRTAReportProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/PlayReport/JXPlayerRTAReportProtocol.h,
property,targetSingeridsArray,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/RelationChain.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/RelationChain.pbobjc.h,
property,sName,Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/GlobalCommon.pbobjc.h,
property,totalGiftCoinScore,Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongProductionInfo.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/Logic/KSongData/Manager/Model/KSongProductionInfo.h,
property,toneFilePath,Classes/Models/Alarm/LocalNoticeModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Models/Alarm/LocalNoticeModel.h,
property,recordedCountInBytes,Classes/Businesses/ListenSongTrans/Logic/RecognizeSession.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/ListenSongTrans/Logic/RecognizeSession.m,
property,contentOffsetX,Classes/Businesses/Discover/DiscoverUI/KeepOffsetCollectionCell.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Discover/DiscoverUI/KeepOffsetCollectionCell.h,
property,kSongPKImage,Classes/Businesses/KSong/KSong/UI/ViewController/KSongDetailPageVC/view/KSongDetailView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/UI/ViewController/KSongDetailPageVC/view/KSongDetailView.m,
property,offCommand,Classes/Businesses/UserCenter/Settings/UI/DebugPanel/JXDebugSwitchViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Settings/UI/DebugPanel/JXDebugSwitchViewController.m,
property,lastSpectrumArray,Classes/CommonBusinesses/Share/JXShareRenderer.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Share/JXShareRenderer.m,
property,arrowsImageView,Classes/Businesses/KSong/KSong/UI/ViewController/KSongPlayerVC/KSPlayerComment/JXKSongCommentLikeListView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/KSong/KSong/UI/ViewController/KSongPlayerVC/KSPlayerComment/JXKSongCommentLikeListView.m,
property,hasShownNetworkError,Classes/Businesses/JXCameraScan/UI/JXNewCameraScanViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/JXCameraScan/UI/JXNewCameraScanViewController.m,
property,discountTextFont,Classes/UIKit/UIComponents/JXAlert/MoshaAlertView/MoShaAlertView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/UIKit/UIComponents/JXAlert/MoshaAlertView/MoShaAlertView.m,
property,expiredTimestamp,Classes/Businesses/UserCenter/CoinPage/Model/JXFreeCoinInfoModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/CoinPage/Model/JXFreeCoinInfoModel.h,
property,guid,Classes/Services/Request/Business/VKey/VKeyProtocol.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/Request/Business/VKey/VKeyProtocol.m,
property,callBackStr,Classes/Services/Request/Business/Favorite/FavoriteProtocolBatchWrapper.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/Request/Business/Favorite/FavoriteProtocolBatchWrapper.m,
property,vipUserLimit,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/GetSongList.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/GetSongList.pbobjc.h,
property,skinInfoSycnSuccess,Classes/Businesses/Music/Comment/Logic/JXCommentDataManager.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Comment/Logic/JXCommentDataManager.h,
property,hasNormalTotalNum,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/ProfileGetVideo.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/ProfileGetVideo.pbobjc.h,
property,hasIsRemoveSticker,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/nodejs/TabSticker.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/nodejs/TabSticker.pbobjc.h,
property,searchBarWordsArray_Count,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Search.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Search.pbobjc.h,
property,taskCenterRightText,Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/JXMyNewMusicViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/JXMyNewMusicViewController.m,
property,productType,Classes/Businesses/UserCenter/VIPCenter/Model/JXVIPSectionInfo.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/VIPCenter/Model/JXVIPSectionInfo.h,
property,tvcParam,Library/VideoUpload/TXUGCPublish.m,0,/Users/wuzhaogang/JOOX_iOS/Library/VideoUpload/TXUGCPublish.m,
property,dependencyArray,Library/PB_OC/ProtocolBuffers/Descriptor.pb.m,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/ProtocolBuffers/Descriptor.pb.m,
property,curGroupItem,Classes/Businesses/Music/Radio/UI/JXRadioViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Radio/UI/JXRadioViewController.m,
property,has4GAlert,Classes/CommonBusinesses/JOOXVideoPlayer/JXVideoBaseViewController.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/JOOXVideoPlayer/JXVideoBaseViewController.h,
property,markType,Classes/Businesses/LiveVideo/ShortVideoKit/Sticker/Model/LMStickerInfoModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/LiveVideo/ShortVideoKit/Sticker/Model/LMStickerInfoModel.h,
property,highJumpURL,Classes/CommonBusinesses/ConfigCenter/Modules/JXSongListConfigManager.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/ConfigCenter/Modules/JXSongListConfigManager.h,
property,resultPlayOrderItem,Library/PB_OC/JXPBCode/Classes/JOOX_PB/recommend/JOOX_PBPlayOrder.pb.m,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JOOX_PB/recommend/JOOX_PBPlayOrder.pb.m,
property,backBtn,Classes/Businesses/Music/Radio/UI/OnlineRadio/JXOnlineRadioTitlePannel.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Radio/UI/OnlineRadio/JXOnlineRadioTitlePannel.m,
property,loginMethod,Classes/Businesses/UserCenter/Login/Report/JXLoginWBReporter.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Login/Report/JXLoginWBReporter.h,
property,control,Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/ExploreMode/JXExploreLoadingView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/MyMusic/UI/MyMusicLibrary/Music/ExploreMode/JXExploreLoadingView.m,
property,canEarnReward,Classes/CommonBusinesses/Ad/TIAAd/Manager/AllCombineAD/JXADContext.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Ad/TIAAd/Manager/AllCombineAD/JXADContext.h,
property,hasExtIp,Classes/CommonBusinesses/LMFoundation/Channel/PB/AccessComm.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/LMFoundation/Channel/PB/AccessComm.pbobjc.h,
property,ksongTime,Library/PB_OC/JXPBCode/Classes/JXPB/common/VideoCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/common/VideoCommon.pbobjc.h,
property,normalTextColor,Classes/Businesses/UserCenter/VIPCenter/Revision/JXVIPBenefitView.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/VIPCenter/Revision/JXVIPBenefitView.h,
property,titleListArray,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Search.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Search.pbobjc.h,
property,commentNumber,Classes/Businesses/Music/Player/UI/JXPlayerMainView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/UI/JXPlayerMainView.m,
property,gcdSem,Library/VideoUpload/TVCClientInner.h,0,/Users/wuzhaogang/JOOX_iOS/Library/VideoUpload/TVCClientInner.h,
property,reqSeq,Classes/CommonBusinesses/Ad/TIAAd/Manager/Max/HybridReward/Report/Comm/JXAdAttaReportModel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Ad/TIAAd/Manager/Max/HybridReward/Report/Comm/JXAdAttaReportModel.h,
property,downloadButton,Classes/Businesses/Music/SongsListEdit/UI/SongsListEditViewController.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/SongsListEdit/UI/SongsListEditViewController.m,
property,hasIPraiseType,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/PraiseWork.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/PraiseWork.pbobjc.h,
property,hasTypeText,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/MyMusic.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/MyMusic.pbobjc.h,
property,curListTemplate,Classes/Services/Carplay/CarPlayTemplate/JXCarPlayTemplateMgr.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Services/Carplay/CarPlayTemplate/JXCarPlayTemplateMgr.m,
property,resultAutoRenewalInfo,Library/PB_OC/JXPBCode/Classes/JOOX_PB/freemode/JOOX_PBFreemode.pb.m,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JOOX_PB/freemode/JOOX_PBFreemode.pb.m,
property,f192KoggSize,Library/PB_OC/JXPBCode/Classes/JOOX_PB/ruleCtrl/JOOX_PBTrack_info_def.pb.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JOOX_PB/ruleCtrl/JOOX_PBTrack_info_def.pb.h,
property,rightLineView,Classes/Businesses/LiveVideo/JXLive/Gift/JXSelectGiftCell.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/LiveVideo/JXLive/Gift/JXSelectGiftCell.m,
property,voiceCache,Classes/Businesses/Music/Player/UI/Comments/playerComment/JXVoicePlayerManager.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Music/Player/UI/Comments/playerComment/JXVoicePlayerManager.m,
property,feedsItemListArray_Count,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/FeedsTable.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/FeedsTable.pbobjc.h,
property,isListenRenewalTimePopShow,Classes/Businesses/FreeMode/JXFreeModeManager+Private.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/FreeMode/JXFreeModeManager+Private.h,
property,captchaBox5,Classes/Businesses/UserCenter/Bind/Phone/JXBindPhoneCaptchaVC.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/Bind/Phone/JXBindPhoneCaptchaVC.m,
property,enterSongType,Classes/CommonBusinesses/PlayReport/JXPlayerRTAReportProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/PlayReport/JXPlayerRTAReportProtocol.h,
property,localUserInfo,Classes/Businesses/UserCenter/UserProfile/UI/ProfilePage/Detail/View/JXUserProfilePageHeadView.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/UserCenter/UserProfile/UI/ProfilePage/Detail/View/JXUserProfilePageHeadView.m,
property,lastImage,Classes/Businesses/JXCameraScan/UI/AR/JXARCardsPlayer.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/JXCameraScan/UI/AR/JXARCardsPlayer.m,
property,hasPromoText,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/GoodsCommon.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/GoodsCommon.pbobjc.h,
property,resultStrackLyric,Library/PB_OC/JXPBCode/Classes/JOOX_PB/ruleCtrl/JOOX_PBTrack_info_def.pb.m,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JOOX_PB/ruleCtrl/JOOX_PBTrack_info_def.pb.m,
property,iIsFinish,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/TaskCenterNode.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/TaskCenterNode.pbobjc.h,
property,sPollId,Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Ugc.pbobjc.h,0,/Users/wuzhaogang/JOOX_iOS/Library/PB_OC/JXPBCode/Classes/JXPB/frontend/Ugc.pbobjc.h,
property,pagingEnabled,Classes/UIKit/UIComponents/JXCarousel/JXCarousel.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/UIKit/UIComponents/JXCarousel/JXCarousel.h,
property,currentAction,Classes/CommonBusinesses/QQMuisc/Favor/CloudFolderActionManger.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/QQMuisc/Favor/CloudFolderActionManger.h,
property,isRandomIndex,Classes/CommonBusinesses/Premium/CopyrightLimit/Logic/JXLabelCopyrightPolicy.m,0,/Users/wuzhaogang/JOOX_iOS/Classes/CommonBusinesses/Premium/CopyrightLimit/Logic/JXLabelCopyrightPolicy.m,
property,songOrAlbumOrMV,Classes/Models/Library/SingerCategory.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Models/Library/SingerCategory.h,
property,isFeature,Classes/Businesses/Video/Model/JXVideoBaseProtocol.h,0,/Users/wuzhaogang/JOOX_iOS/Classes/Businesses/Video/Model/JXVideoBaseProtocol.h,
